姓名0,电话1,邮箱2,英文名称3,座机、传真4,职位5,公司名称6,地址7,高校8,专业名称9,资格证书10,中国地级市11,专业技术职务12,省份13,银行名称14,邮政编码15,姓氏16
边秀华,13632053424,hs4n8f7og@tech.com,KentDerrick,027-54678884,,干百发技术有限公司,杭州市豢忧路 19号 复小区 92号楼 5单元 495室,安徽商贸职业技术学院,082301 道路与铁道工程,初等教育指导师,商洛市,,,交通银行上海分行南浦支行,,溥
同子薇,13909853774,18d4ehmhq@tech.com,RichardsonRoberta,027-54678885,,康润光技术有限公司,杭州市裳麓路 19号 派小区 19号楼 2单元 788室,安徽水利水电职业技术学院,082302 交通信息工程及控制,地理教育指导师,汉中市,,,交通银行上海分行凌兆支行,,印
之才多艺,18505076594,thmm26sfs@tech.com,BeaufortValentine,027-54678886,,聚久寿技术有限公司,杭州市还籽路 07号 寂小区 35号楼 9单元 818室,阜阳职业技术学院,082303 交通运输规划与管理,儿童康复师,安康市,,,交行上海分行浦东海关支行,,宿
乙依瑶,13617234266,7fdnbtorl@tech.com,FoxTrista,027-54678887,,盈满本技术有限公司,长春市捍嗣路 06号 倥小区 75号楼 9单元 897室,铜陵职业技术学院,082304 载运工具运用工程,化学教育指导师,兰州市,,,交行上海分行新区支行,,白
辜冰洁,13638384439,8g6ke3q8q@tech.com,BenedictLynn,027-54678888,,福鼎合技术有限公司,长春市呛课路 06号 耘小区 30号楼 9单元 397室,民办万博科技职业学院,0824 船舶与海洋工程,历史教育指导师,嘉峪关市,,,交通银行上海分行金桥湾支行,,怀
苟长钰,18537626696,pn53ehh7k@tech.com,SassoonWilliam,027-54678889,,干亚全技术有限公司,长春市苏匣路 07号 禄小区 18号楼 7单元 730室,安徽警官职业学院,082401 船舶与海洋结构物设计制造,美术教育指导师,酒泉市,,,交通银行上海分行张江支行,,蒲
端惜玉,18895451149,1me1a4lli@tech.com,PansyIda,027-54678890,,康益洪技术有限公司,长春市姿飞路 19号 平小区 11号楼 9单元 484室,淮南职业技术学院,082402 轮机工程,企业培训师,张掖市,,,交通银行上海分行金杨支行,,邰
铎野雪,18812630259,1k32gnt53@tech.com,Sara(h)Cathy,027-54678891,,安金国技术有限公司,长春市愿棠路 15号 匆小区 77号楼 3单元 317室,安徽工业经济职业技术学院,082403 水声工程,人群康复师,金昌市,,,交通银行上海分行德平路支行,,从
巫马凝芙,13944271516,j0ln7lgm7@tech.com,WaltonCeleste,027-54678892,,圣光富技术有限公司,长春市堵亮路 14号 臼小区 44号楼 4单元 117室,合肥通用职业技术学院,0825 航空宇航科学与技术,生物教育指导师,武威市,,,交通银行上海分行外高桥保税区支行,,鄂
敖若山,13657137214,st89jjtdh@tech.com,EuphemiaGeoffrey,027-54678893,,浩金同技术有限公司,长春市林紊路 14号 悔小区 12号楼 6单元 658室,安徽工贸职业技术学院,082501 飞行器设计,手语翻译师,白银市,,,交通银行上海分行高化支行,,索
秘光耀,18520545188,04oa8eoir@tech.com,DoyleEthel,027-54678894,,源鼎正技术有限公司,长春市绕奥路 12号 吭小区 83号楼 7单元 430室,宿州职业技术学院,082502 航空宇航推进理论与工程,思想政治教育,庆阳市,,,交通银行上海外高桥保税区日京路支行,,咸
邗采薇,15805916536,ehgi3id8k@tech.com,PigouIsabel,027-54678895,,昌成泰技术有限公司,长春市抗防路 16号 佑小区 14号楼 9单元 826室,六安职业技术学院,082503 航空宇航制造工程,特殊教育指导师,平凉市,,,交通银行上海分行高桥支行,,籍
左丘慧语,13994245711,24gbkd4bh@tech.com,RhodesUriah,027-54678896,,盛吉茂技术有限公司,长春市啬股路 11号 纲小区 21号楼 9单元 937室,安徽电子信息职业技术学院,082504 人机与环境工程,体育教育指导师,定西市,,,交通银行上海分行川沙支行,,赖
柯慧德水,15871076472,skgc1sbd4@tech.com,MalachiElva,027-54678897,,飞协合技术有限公司,长春市豪弛路 08号 稍小区 39号楼 2单元 316室,民办合肥经济技术职业学院,0826 兵器科学与技术,体育经纪人,天水市,,,交通银行上海分行空港支行,,卓
弘令羽,18567916488,jb1fj5i27@tech.com,VictorJennifer,027-54678898,,福百弘技术有限公司,昆明市患鲜路 05号 灿小区 86号楼 9单元 158室,安徽交通职业技术学院,082601 武器系统与运用工程,网络课件设计师,陇南市,,,交行上海分行青浦支行,,蔺
单于晶辉,13932006198,octqegln4@tech.com,SawyerBurgess,027-54678899,,全伟宝技术有限公司,昆明市加怨路 05号 恃小区 24号楼 4单元 725室,安徽体育运动职业技术学院,082602 兵器发射理论与技术,文化经纪人,西宁市,,,交行上海分行南汇支行,,屠
但迎曼,18881191391,0h36j5hja@tech.com,HerbertVictor,027-54678900,,亚皇辉技术有限公司,昆明市糜墩路 10号 叵小区 36号楼 5单元 739室,安徽中医药高等专科学校,082603 火炮、自动武器与弹药工程程,文物鉴赏师,银川市,,,交行上海分行上海化学工业区支行,,蒙
门依云,13997598190,6a3fe2nri@tech.com,HoodMegan,027-54678901,,亚凯永技术有限公司,昆明市邓略路 17号 疤小区 82号楼 6单元 574室,安徽医学高等专科学校,082604 军事化学与烟火技术,现代教育工程师,石嘴山市,,,交通银行南京分行,,池
赖才俊,18863326704,e7iga7cng@tech.com,EdieRodney,027-54678902,,益瑞康技术有限公司,昆明市仄操路 12号 吹小区 31号楼 2单元 582室,亳州师范高等专科学校,0827 核科学与技术,心理咨询师,吴忠市,,,交通银行南京分行营业部,,乔
进自信瑞,15801709860,a67jrctqh@tech.com,KelsenBetty,027-54678903,,金巨和技术有限公司,昆明市乜峦路 04号 赵小区 29号楼 5单元 575室,合肥职业技术学院,082701 核能科学与工程,学前教育指导师,中卫市,,,交通银行南京市中央路支行,,阳
尉迟鹏煊,18554531448,kj17oftmm@tech.com,RosalindPenelope,027-54678904,,万亨茂技术有限公司,昆明市匕镣路 10号 袄小区 32号楼 5单元 231室,滁州职业技术学院,082702 核燃料循环与材料,学习能力指导师,固原市,,,交通银行南京市天津新村支行,,胥
展书萱,15835678738,09eg405nq@tech.com,LouisIngemar,027-54678905,,荣隆长技术有限公司,昆明市爬局路 12号 磐小区 75号楼 6单元 725室,池州职业技术学院,082703 核技术及应用,学习障碍矫治师,乌鲁木齐市,,,交通银行南京分行下关支行,,能
钦倩秀,18813009371,oqf1f7ce1@tech.com,TempleReginald,027-54678906,,大生广技术有限公司,昆明市值矩路 09号 流芳小区 11号楼 8单元 290室,宣城职业技术学院,082704 辐射防护及环境保护,音乐教育指导师,克拉玛依市,,,交通银行南京市迈皋桥支行,,苍
章佳青文,13941343965,pf5ikg842@tech.com,AlfredRupert,027-54678907,,捷佳复技术有限公司,昆明市训追路 08号 敬小区 28号楼 9单元 309室,安徽广播影视职业技术学院,0828 农业工程,英语教育指导师,台北市,,,交通银行南京市大桥南路支行,,双
辟毅君,18805983870,stdiejtqg@tech.com,PrittElmer,027-54678908,,义昌耀技术有限公司,昆明市贫尤路 09号 补小区 51号楼 6单元 184室,民办合肥滨湖职业技术学院,082801 农业机械化工程,语文教育指导师,高雄市,,,交通银行南京市渊声巷支行,,闻
赵阳阳,18845611763,58os60spc@tech.com,LloydEleanore,027-54678909,,万裕久技术有限公司,昆明市旁碳路 11号 瓤小区 43号楼 7单元 861室,安徽电气工程职业技术学院,082802 农业水土工程,早期教育指导师,,,,交通银行南京分行凤凰东路分理处,,莘
百里雅可,13677709533,m145o1rqt@tech.com,MacAdamMirabelle,027-54678910,,圣大兴技术有限公司,昆明市豢芍路 13号 么小区 51号楼 4单元 240室,安徽冶金科技职业学院,082803 农业生物环境与能源工程,宠物保健师,,,,交通银行南京分行江宁支行,,党
仪和美,15805823449,laq4aa92q@tech.com,DobbinMadge,027-54678911,,弘和富技术有限公司,玉溪市种统路 12号 谂小区 98号楼 3单元 174室,安徽城市管理职业学院,082804 农业电气化与自动化,宠物驯导师,,,,交通银行南京市御道街支行,,翟
蓟流芳蕙,18840725420,f2mf05j4e@tech.com,BryceBblythe,027-54678912,,宏康干技术有限公司,玉溪市忧疚路 04号 舅小区 84号楼 7单元 241室,安徽机电职业技术学院,0829 林业工程,宠物医师,,,,交通银行南京市国贸支行,,谭
钮春冬,15846787835,cord51jl6@tech.com,LongfellowLorraine,027-54678913,,仁成裕技术有限公司,玉溪市够非路 07号 剂小区 76号楼 6单元 126室,安徽工商职业学院,082901 森林工程,肥料配方师,,,,交通银行南京分行雨花支行,,贡
赏寻云,18891189403,t6pqb0rgh@tech.com,BobDaisy,027-54678914,,丰东汇技术有限公司,玉溪市乘澜路 12号 嗣小区 33号楼 3单元 988室,安徽中澳科技职业学院,082902 木材科学与技术,观光农业师,,,,交通银行南京分行城中支行,,劳
尔水之,15153680205,03o716kh4@tech.com,GraciePhil,027-54678915,,仁圣同技术有限公司,玉溪市锌谘路 08号 诤小区 33号楼 6单元 196室,阜阳科技职业学院,082903 林产化学加工工程,花艺环境设计师,,,,交通银行南京分行装饰城分理处,,逄
初雨南,13977747202,3ns4254hc@tech.com,LowellSimon,027-54678916,,大凯飞技术有限公司,玉溪市揽孕路 16号 筛小区 50号楼 3单元 275室,亳州职业技术学院,0830 环境科学与工程,粮油工程师,,,,交通银行南京市龙江支行,,姬
卯智渊,15183219535,rrtj8qi0l@tech.com,HoraceAbel,027-54678917,,亨兴凯技术有限公司,玉溪市撕僚路 10号 谇小区 24号楼 5单元 808室,安徽国防科技职业学院,083001 环境科学,林产化工工程师,,,,交通银行南京市城东支行,,申
百亦玉,18526216248,a3bdjq8sc@tech.com,YoungHenry,027-54678918,,贵亚满技术有限公司,玉溪市对浩路 11号 帐小区 84号楼 3单元 826室,安庆职业技术学院,083002 环境工程,林业工程师,,,,交通银行南京光华路分理处,,扶
裴晓灵,13911730038,r660okpdl@tech.com,GaskellNicole,027-54678919,,泰洪升技术有限公司,玉溪市垢疟路 15号 祷小区 28号楼 9单元 554室,安徽艺术职业学院,0831 生物医学工程,林业经济信息管理师,,,,交通银行南京分行新港开发区支行,,堵
雪岚霏,13669168996,5t86renbg@tech.com,AugustineWarner,027-54678920,,富宝皇技术有限公司,玉溪市职抠路 15号 拙小区 71号楼 9单元 279室,马鞍山师范高等专科学校,0832 食品科学与工程,木材防腐师,,,,交通银行南京分行白下支行,,冉
易贞静,13631497711,6fo5514q8@tech.com,Jocelyn,027-54678921,,中国春技术有限公司,玉溪市菜墒路 10号 寥小区 34号楼 2单元 424室,安徽财贸职业学院,083201 食品科学,木材加工工程师,,,,交通银行南京市集庆门分理处,,宰
充夏兰,18807198757,s5igek7eg@tech.com,AbrahamAntony,027-54678922,,福贵宏技术有限公司,玉溪市卵终路 17号 颗小区 52号楼 5单元 580室,安徽国际商务职业学院,083202 粮食油脂及植物蛋白工程,农村行政管理师,,,,交通银行南京市天山路分理处,,郦
菅雁丝,15133877641,cgk9m3c87@tech.com,EmilyTernence,027-54678923,,复庆福技术有限公司,赤峰市越追路 11号 巳小区 70号楼 8单元 117室,安徽公安职业学院,083203 农产品加工及贮藏工程,农业技术指导师,,,,交通银行无锡分行城西支行,,雍
巧安萱,15138491574,i28kslqfg@tech.com,HobbesAmy,027-54678924,,生富仁技术有限公司,赤峰市奥咳路 06号 桨小区 69号楼 8单元 985室,安徽林业职业技术学院,083204 水产品加工及贮藏工程,农业经济管理师,,,,交通银行无锡分行小桃园分理处,,却
邶茹雪,15849160008,metd535ls@tech.com,SaulMichelle,027-54678925,,亚发元技术有限公司,赤峰市氨坑路 10号 月小区 80号楼 2单元 711室,安徽审计职业学院,09 农学,森林采运工程师,,,,交通银行无锡分行锡山支行,,璩
乔雅媚,18581299385,ge0598q2o@tech.com,EddieEdwiin,027-54678926,,春自信弘技术有限公司,赤峰市疟献路 07号 刑小区 40号楼 9单元 214室,安徽新闻出版职业技术学院,0901 作物学,森林资源保护师,,,,交通银行无锡分行东亭分理处,,桑
戊若云,18592027962,f9dak1j2c@tech.com,NickGabrielle,027-54678927,,全伟发技术有限公司,赤峰市壹壬路 08号 勺小区 56号楼 6单元 197室,安徽邮电职业技术学院,090101 作物栽培学与耕作学,设施农业师,,,,交通银行无锡分行洛社分理处,,桂
侯承颜,15199037196,j17mfi6bi@tech.com,CumberlandEugene,027-54678928,,丰大顺技术有限公司,赤峰市退蜗路 15号 蓝小区 70号楼 8单元 745室,安徽工业职业技术学院,090102 作物遗传育种,生态旅游管理师,,,,交通银行无锡分行前洲分理处,,濮
淳于美如,18847873653,c083r76a2@tech.com,BertramTracy,027-54678929,,满合荣技术有限公司,赤峰市辖纬路 19号 致小区 14号楼 8单元 613室,民办合肥财经职业学院,0902 园艺学,水产管理师,,,,交通银行无锡分行钱桥支行,,牛
冯晓蕾,15101055528,4h09csibq@tech.com,DoddJudith,027-54678930,,益春升技术有限公司,赤峰市谷角路 05号 崩小区 75号楼 9单元 934室,安庆医药高等专科学校,090201 果树学,水产检验师,,,,交通银行无锡分行高新技术产业开发区支行,,寿
盛晓楠,18864417971,jg2r80ghl@tech.com,CraneLuther,027-54678931,,安裕百技术有限公司,赤峰市卫盼路 06号 悍小区 52号楼 5单元 222室,安徽涉外经济职业学院,090202 蔬菜学,水环境工程师,,,,交通银行无锡分行清扬支行,,通
皇甫修杰,13995793333,6hjcbm410@tech.com,WordsworthRalap,027-54678932,,谦聚兴技术有限公司,赤峰市奈澄路 18号 练小区 69号楼 1单元 187室,安徽绿海商务职业学院,090203 茶学,水环境管理师,,,,交通银行无锡分行曹张分理处,,边
侍鹏鹍,18569072837,9ecesd4fb@tech.com,LouisaHumphrey,027-54678933,,利谦佳技术有限公司,赤峰市侔奈路 18号 筛小区 87号楼 5单元 554室,合肥共达职业技术学院,0903 农业资源利用,乡镇企业管理师,,,,交通银行无锡分行,,扈
殳天泽,15876826681,olojn3qp5@tech.com,MatthewMarguerite,027-54678934,,永高干技术有限公司,赤峰市职焉路 08号 谴小区 71号楼 7单元 884室,蚌埠经济技术职业学院,090301 土壤学,野生动物保护师,,,,交通银行无锡分行江阴支行,,燕
慧德莹然,15132691937,k57qst0g4@tech.com,TwainLou,027-54678935,,弘耀复技术有限公司,包头市栋从路 17号 展小区 71号楼 3单元 694室,民办安徽旅游职业学院,090302 植物营养学,野生植物资源管理师,,,,交通银行江阴支行城西分理处,,冀
石文曜,18812856698,r339qh26j@tech.com,ChristieMelissa,027-54678936,,进和益技术有限公司,包头市姆首路 07号 隙小区 15号楼 8单元 271室,徽商职业学院,0904 植物保护,渔业资源管理师,,,,交通银行江阴支行城东分理处,,僪
僪微月,18896079704,2n22eq189@tech.com,BillyDavid,027-54678937,,元捷长技术有限公司,包头市缚畔路 09号 鞍小区 87号楼 8单元 824室,马鞍山职业技术学院,090401 植物病理学,园林工程师,,,,交通银行无锡分行滨江支行,,浦
兴可心,13645912008,734tfskoq@tech.com,MarcellusNorman,027-54678938,,高吉亚技术有限公司,包头市纠闷路 07号 父小区 26号楼 6单元 897室,安徽现代信息工程职业学院,090402 农业昆虫与害虫防治,园艺师,,,,交通银行无锡分行陆桥支行,,农
回蓉城,18859620573,peqlp4paf@tech.com,ThompsonElizabeth,027-54678939,,本自信美技术有限公司,包头市旧靡路 03号 倍小区 14号楼 5单元 579室,安徽矿业职业技术学院,090403 农药学,种子产销师,,,,交通银行江阴支行百花园分理处,,温
